+-----------------------+-------------------+-----------+-------+
| Player                | 'Equip'           | 'Current' | 'Max' |
| PlausibleAnt          | Healing Tome      | '8'       | 18    |
| Player                | 'Equip'           | 'Current' | 'Max' |
| The Aristocrat        | Giant Gauntlet    | '21'      | 27    |
| The Aristocrat        | Rocket Spear      | '18'      | 27    |
| The Aristocrat        | Spiky Ball        | '21'      | 27    |
| The Aristocrat        | Frozen Arrow      | '21'      | 27    |
| The Aristocrat        | Fireball          | '18'      | 27    |
| The Aristocrat        | Magic Mirror      | '1'       | 27    |
| The Aristocrat        | Barbarian Puppet  | '10'      | 18    |
| The Aristocrat        | Rage Vial         | '15'      | 18    |
| The Aristocrat        | Archer Puppet     | '13'      | 18    |
| The Aristocrat        | Invisibility Vial | '18'      | 18    |
| The Aristocrat        | Eternal Tome      | '18'      | 18    |
| The Aristocrat        | Life Gem          | '15'      | 18    |
| The Aristocrat        | Seeking Shield    | '15'      | 18    |
| The Aristocrat        | Royal Gem         | '18'      | 18    |
| The Aristocrat        | Earthquake Boots  | '11'      | 18    |
| The Aristocrat        | Hog Rider Puppet  | '18'      | 18    |
| The Aristocrat        | Vampstache        | '2'       | 18    |
| The Aristocrat        | Giant Arrow       | '9'       | 18    |
| The Aristocrat        | Healer Puppet     | '18'      | 18    |
| The Aristocrat        | Rage Gem          | '18'      | 18    |
| The Aristocrat        | Healing Tome      | '14'      | 18    |
| Player                | 'Equip'           | 'Current' | 'Max' |
| KornHub               | Giant Gauntlet    | '8'       | 27    |
| KornHub               | Spiky Ball        | '27'      | 27    |
| KornHub               | Magic Mirror      | '14'      | 27    |
| KornHub               | Barbarian Puppet  | '14'      | 18    |
| KornHub               | Rage Vial         | '18'      | 18    |
| KornHub               | Archer Puppet     | '14'      | 18    |
| KornHub               | Invisibility Vial | '18'      | 18    |
| KornHub               | Eternal Tome      | '18'      | 18    |
| KornHub               | Life Gem          | '18'      | 18    |
| KornHub               | Seeking Shield    | '16'      | 18    |
| KornHub               | Royal Gem         | '18'      | 18    |
| KornHub               | Earthquake Boots  | '8'       | 18    |
| KornHub               | Hog Rider Puppet  | '18'      | 18    |
| KornHub               | Vampstache        | '6'       | 18    |
| KornHub               | Haste Vial        | '7'       | 18    |
| KornHub               | Giant Arrow       | '8'       | 18    |
| KornHub               | Healer Puppet     | '18'      | 18    |
| KornHub               | Rage Gem          | '8'       | 18    |
| KornHub               | Healing Tome      | '6'       | 18    |
| Player                | 'Equip'           | 'Current' | 'Max' |
| 69 For Dayz           | Magic Mirror      | '11'      | 27    |
| 69 For Dayz           | Barbarian Puppet  | '15'      | 18    |
| 69 For Dayz           | Rage Vial         | '15'      | 18    |
| 69 For Dayz           | Archer Puppet     | '16'      | 18    |
| 69 For Dayz           | Invisibility Vial | '15'      | 18    |
| 69 For Dayz           | Eternal Tome      | '18'      | 18    |
| 69 For Dayz           | Life Gem          | '15'      | 18    |
| 69 For Dayz           | Seeking Shield    | '15'      | 18    |
| 69 For Dayz           | Royal Gem         | '15'      | 18    |
| 69 For Dayz           | Hog Rider Puppet  | '15'      | 18    |
| 69 For Dayz           | Vampstache        | '3'       | 18    |
| 69 For Dayz           | Giant Arrow       | '2'       | 18    |
| 69 For Dayz           | Rage Gem          | '10'      | 18    |
| 69 For Dayz           | Earthquake Boots  | '1'       | 18    |
| 69 For Dayz           | Haste Vial        | '1'       | 18    |
| 69 For Dayz           | Healer Puppet     | '1'       | 18    |
| 69 For Dayz           | Healing Tome      | '1'       | 18    |
| Player                | 'Equip'           | 'Current' | 'Max' |
| weel                  | Giant Gauntlet    | '23'      | 27    |
| weel                  | Rocket Spear      | '1'       | 27    |
| weel                  | Spiky Ball        | '24'      | 27    |
| weel                  | Frozen Arrow      | '24'      | 27    |
| weel                  | Magic Mirror      | '1'       | 27    |
| weel                  | Barbarian Puppet  | '11'      | 18    |
| weel                  | Rage Vial         | '18'      | 18    |
| weel                  | Archer Puppet     | '12'      | 18    |
| weel                  | Invisibility Vial | '18'      | 18    |
| weel                  | Eternal Tome      | '18'      | 18    |
| weel                  | Life Gem          | '11'      | 18    |
| weel                  | Seeking Shield    | '18'      | 18    |
| weel                  | Royal Gem         | '18'      | 18    |
| weel                  | Vampstache        | '6'       | 18    |
| weel                  | Healer Puppet     | '5'       | 18    |
| weel                  | Rage Gem          | '18'      | 18    |
| weel                  | Healing Tome      | '12'      | 18    |
| weel                  | Earthquake Boots  | '1'       | 18    |
| weel                  | Hog Rider Puppet  | '1'       | 18    |
| weel                  | Haste Vial        | '1'       | 18    |
| weel                  | Giant Arrow       | '1'       | 18    |
| Player                | 'Equip'           | 'Current' | 'Max' |
| Big Aristocrat        | Giant Gauntlet    | '24'      | 27    |
| Big Aristocrat        | Rocket Spear      | '1'       | 27    |
| Big Aristocrat        | Spiky Ball        | '24'      | 27    |
| Big Aristocrat        | Frozen Arrow      | '24'      | 27    |
| Big Aristocrat        | Fireball          | '16'      | 27    |
| Big Aristocrat        | Magic Mirror      | '1'       | 27    |
| Big Aristocrat        | Barbarian Puppet  | '13'      | 18    |
| Big Aristocrat        | Rage Vial         | '18'      | 18    |
| Big Aristocrat        | Archer Puppet     | '13'      | 18    |
| Big Aristocrat        | Invisibility Vial | '18'      | 18    |
| Big Aristocrat        | Eternal Tome      | '18'      | 18    |
| Big Aristocrat        | Life Gem          | '18'      | 18    |
| Big Aristocrat        | Seeking Shield    | '18'      | 18    |
| Big Aristocrat        | Royal Gem         | '18'      | 18    |
| Big Aristocrat        | Earthquake Boots  | '5'       | 18    |
| Big Aristocrat        | Hog Rider Puppet  | '18'      | 18    |
| Big Aristocrat        | Vampstache        | '4'       | 18    |
| Big Aristocrat        | Haste Vial        | '18'      | 18    |
| Big Aristocrat        | Giant Arrow       | '18'      | 18    |
| Big Aristocrat        | Healer Puppet     | '18'      | 18    |
| Big Aristocrat        | Rage Gem          | '18'      | 18    |
| Big Aristocrat        | Healing Tome      | '17'      | 18    |
| Player                | 'Equip'           | 'Current' | 'Max' |
| LoonGoon              | Giant Gauntlet    | '27'      | 27    |
| LoonGoon              | Rocket Spear      | '8'       | 27    |
| LoonGoon              | Spiky Ball        | '8'       | 27    |
| LoonGoon              | Frozen Arrow      | '27'      | 27    |
| LoonGoon              | Fireball          | '8'       | 27    |
| LoonGoon              | Magic Mirror      | '11'      | 27    |
| LoonGoon              | Barbarian Puppet  | '15'      | 18    |
| LoonGoon              | Rage Vial         | '18'      | 18    |
| LoonGoon              | Archer Puppet     | '15'      | 18    |
| LoonGoon              | Invisibility Vial | '18'      | 18    |
| LoonGoon              | Eternal Tome      | '18'      | 18    |
| LoonGoon              | Life Gem          | '15'      | 18    |
| LoonGoon              | Seeking Shield    | '17'      | 18    |
| LoonGoon              | Royal Gem         | '17'      | 18    |
| LoonGoon              | Earthquake Boots  | '14'      | 18    |
| LoonGoon              | Hog Rider Puppet  | '18'      | 18    |
| LoonGoon              | Vampstache        | '8'       | 18    |
| LoonGoon              | Haste Vial        | '18'      | 18    |
| LoonGoon              | Giant Arrow       | '11'      | 18    |
| LoonGoon              | Rage Gem          | '18'      | 18    |
| LoonGoon              | Healing Tome      | '8'       | 18    |
| LoonGoon              | Healer Puppet     | '1'       | 18    |
| Player                | 'Equip'           | 'Current' | 'Max' |
| patrick               | Giant Gauntlet    | '27'      | 27    |
| patrick               | Rocket Spear      | '8'       | 27    |
| patrick               | Spiky Ball        | '11'      | 27    |
| patrick               | Frozen Arrow      | '27'      | 27    |
| patrick               | Fireball          | '17'      | 27    |
| patrick               | Magic Mirror      | '11'      | 27    |
| patrick               | Barbarian Puppet  | '14'      | 18    |
| patrick               | Rage Vial         | '18'      | 18    |
| patrick               | Archer Puppet     | '17'      | 18    |
| patrick               | Invisibility Vial | '18'      | 18    |
| patrick               | Eternal Tome      | '18'      | 18    |
| patrick               | Life Gem          | '14'      | 18    |
| patrick               | Seeking Shield    | '18'      | 18    |
| patrick               | Royal Gem         | '17'      | 18    |
| patrick               | Earthquake Boots  | '8'       | 18    |
| patrick               | Hog Rider Puppet  | '18'      | 18    |
| patrick               | Vampstache        | '11'      | 18    |
| patrick               | Haste Vial        | '18'      | 18    |
| patrick               | Giant Arrow       | '11'      | 18    |
| patrick               | Healer Puppet     | '18'      | 18    |
| patrick               | Rage Gem          | '18'      | 18    |
| patrick               | Healing Tome      | '18'      | 18    |
| Player                | 'Equip'           | 'Current' | 'Max' |
| Inception             | Giant Gauntlet    | '27'      | 27    |
| Inception             | Frozen Arrow      | '10'      | 27    |
| Inception             | Fireball          | '1'       | 27    |
| Inception             | Barbarian Puppet  | '15'      | 18    |
| Inception             | Rage Vial         | '18'      | 18    |
| Inception             | Archer Puppet     | '18'      | 18    |
| Inception             | Invisibility Vial | '18'      | 18    |
| Inception             | Eternal Tome      | '18'      | 18    |
| Inception             | Life Gem          | '15'      | 18    |
| Inception             | Seeking Shield    | '18'      | 18    |
| Inception             | Royal Gem         | '17'      | 18    |
| Inception             | Healing Tome      | '18'      | 18    |
| Inception             | Earthquake Boots  | '1'       | 18    |
| Inception             | Hog Rider Puppet  | '1'       | 18    |
| Inception             | Vampstache        | '1'       | 18    |
| Inception             | Haste Vial        | '1'       | 18    |
| Inception             | Giant Arrow       | '1'       | 18    |
| Inception             | Healer Puppet     | '1'       | 18    |
| Inception             | Rage Gem          | '1'       | 18    |
| Player                | 'Equip'           | 'Current' | 'Max' |
| Super Bee             | Barbarian Puppet  | '15'      | 18    |
| Super Bee             | Rage Vial         | '15'      | 18    |
| Super Bee             | Archer Puppet     | '15'      | 18    |
| Super Bee             | Invisibility Vial | '15'      | 18    |
| Super Bee             | Eternal Tome      | '15'      | 18    |
| Super Bee             | Life Gem          | '15'      | 18    |
| Super Bee             | Seeking Shield    | '15'      | 18    |
| Super Bee             | Royal Gem         | '15'      | 18    |
| Super Bee             | Earthquake Boots  | '14'      | 18    |
| Super Bee             | Hog Rider Puppet  | '14'      | 18    |
| Super Bee             | Giant Arrow       | '11'      | 18    |
| Super Bee             | Healer Puppet     | '17'      | 18    |
| Super Bee             | Rage Gem          | '11'      | 18    |
| Super Bee             | Vampstache        | '1'       | 18    |
| Super Bee             | Haste Vial        | '1'       | 18    |
| Super Bee             | Healing Tome      | '1'       | 18    |
| Player                | 'Equip'           | 'Current' | 'Max' |
| RONNIE                | Giant Gauntlet    | '18'      | 27    |
| RONNIE                | Rocket Spear      | '14'      | 27    |
| RONNIE                | Spiky Ball        | '1'       | 27    |
| RONNIE                | Frozen Arrow      | '18'      | 27    |
| RONNIE                | Fireball          | '11'      | 27    |
| RONNIE                | Magic Mirror      | '8'       | 27    |
| RONNIE                | Barbarian Puppet  | '9'       | 18    |
| RONNIE                | Rage Vial         | '15'      | 18    |
| RONNIE                | Archer Puppet     | '9'       | 18    |
| RONNIE                | Invisibility Vial | '15'      | 18    |
| RONNIE                | Eternal Tome      | '15'      | 18    |
| RONNIE                | Life Gem          | '15'      | 18    |
| RONNIE                | Seeking Shield    | '15'      | 18    |
| RONNIE                | Royal Gem         | '15'      | 18    |
| RONNIE                | Vampstache        | '3'       | 18    |
| RONNIE                | Giant Arrow       | '5'       | 18    |
| RONNIE                | Healer Puppet     | '15'      | 18    |
| RONNIE                | Rage Gem          | '15'      | 18    |
| RONNIE                | Healing Tome      | '15'      | 18    |
| RONNIE                | Earthquake Boots  | '1'       | 18    |
| Player                | 'Equip'           | 'Current' | 'Max' |
| adanac10              | Barbarian Puppet  | '15'      | 18    |
| adanac10              | Rage Vial         | '15'      | 18    |
| adanac10              | Archer Puppet     | '15'      | 18    |
| adanac10              | Invisibility Vial | '15'      | 18    |
| adanac10              | Eternal Tome      | '15'      | 18    |
| adanac10              | Life Gem          | '15'      | 18    |
| adanac10              | Seeking Shield    | '15'      | 18    |
| adanac10              | Royal Gem         | '15'      | 18    |
| adanac10              | Earthquake Boots  | '11'      | 18    |
| adanac10              | Hog Rider Puppet  | '17'      | 18    |
| adanac10              | Giant Arrow       | '8'       | 18    |
| adanac10              | Healer Puppet     | '15'      | 18    |
| adanac10              | Rage Gem          | '14'      | 18    |
| adanac10              | Vampstache        | '1'       | 18    |
| adanac10              | Haste Vial        | '1'       | 18    |
| adanac10              | Healing Tome      | '1'       | 18    |
| Player                | 'Equip'           | 'Current' | 'Max' |
| â™¡â™¡DEBADRITAâ™¡â™¡ | Magic Mirror      | '1'       | 27    |
| â™¡â™¡DEBADRITAâ™¡â™¡ | Barbarian Puppet  | '17'      | 18    |
| â™¡â™¡DEBADRITAâ™¡â™¡ | Rage Vial         | '15'      | 18    |
| â™¡â™¡DEBADRITAâ™¡â™¡ | Archer Puppet     | '17'      | 18    |
| â™¡â™¡DEBADRITAâ™¡â™¡ | Invisibility Vial | '17'      | 18    |
| â™¡â™¡DEBADRITAâ™¡â™¡ | Eternal Tome      | '18'      | 18    |
| â™¡â™¡DEBADRITAâ™¡â™¡ | Life Gem          | '15'      | 18    |
| â™¡â™¡DEBADRITAâ™¡â™¡ | Seeking Shield    | '17'      | 18    |
| â™¡â™¡DEBADRITAâ™¡â™¡ | Royal Gem         | '18'      | 18    |
| â™¡â™¡DEBADRITAâ™¡â™¡ | Earthquake Boots  | '14'      | 18    |
| â™¡â™¡DEBADRITAâ™¡â™¡ | Hog Rider Puppet  | '18'      | 18    |
| â™¡â™¡DEBADRITAâ™¡â™¡ | Rage Gem          | '14'      | 18    |
| â™¡â™¡DEBADRITAâ™¡â™¡ | Healing Tome      | '17'      | 18    |
| â™¡â™¡DEBADRITAâ™¡â™¡ | Vampstache        | '1'       | 18    |
| â™¡â™¡DEBADRITAâ™¡â™¡ | Haste Vial        | '1'       | 18    |
| â™¡â™¡DEBADRITAâ™¡â™¡ | Giant Arrow       | '1'       | 18    |
| â™¡â™¡DEBADRITAâ™¡â™¡ | Healer Puppet     | '1'       | 18    |
| Player                | 'Equip'           | 'Current' | 'Max' |
| babyrackam            | Frozen Arrow      | '18'      | 27    |
| babyrackam            | Barbarian Puppet  | '12'      | 18    |
| babyrackam            | Rage Vial         | '12'      | 18    |
| babyrackam            | Archer Puppet     | '13'      | 18    |
| babyrackam            | Invisibility Vial | '14'      | 18    |
| babyrackam            | Eternal Tome      | '14'      | 18    |
| babyrackam            | Life Gem          | '14'      | 18    |
| babyrackam            | Seeking Shield    | '12'      | 18    |
| babyrackam            | Royal Gem         | '12'      | 18    |
| babyrackam            | Vampstache        | '16'      | 18    |
| babyrackam            | Rage Gem          | '14'      | 18    |
| babyrackam            | Earthquake Boots  | '1'       | 18    |
| babyrackam            | Hog Rider Puppet  | '1'       | 18    |
| babyrackam            | Giant Arrow       | '1'       | 18    |
| babyrackam            | Healer Puppet     | '1'       | 18    |
| babyrackam            | Healing Tome      | '1'       | 18    |
| Player                | 'Equip'           | 'Current' | 'Max' |
| PlausibleShant'       | Giant Gauntlet    | '18'      | 27    |
| PlausibleShant'       | Spiky Ball        | '1'       | 27    |
| PlausibleShant'       | Frozen Arrow      | '18'      | 27    |
| PlausibleShant'       | Fireball          | '1'       | 27    |
| PlausibleShant'       | Magic Mirror      | '14'      | 27    |
| PlausibleShant'       | Barbarian Puppet  | '10'      | 18    |
| PlausibleShant'       | Rage Vial         | '10'      | 18    |
| PlausibleShant'       | Archer Puppet     | '10'      | 18    |
| PlausibleShant'       | Invisibility Vial | '15'      | 18    |
| PlausibleShant'       | Eternal Tome      | '15'      | 18    |
| PlausibleShant'       | Life Gem          | '15'      | 18    |
| PlausibleShant'       | Seeking Shield    | '14'      | 18    |
| PlausibleShant'       | Royal Gem         | '14'      | 18    |
| PlausibleShant'       | Earthquake Boots  | '7'       | 18    |
| PlausibleShant'       | Vampstache        | '15'      | 18    |
| PlausibleShant'       | Giant Arrow       | '5'       | 18    |
| PlausibleShant'       | Rage Gem          | '5'       | 18    |
| PlausibleShant'       | Healer Puppet     | '1'       | 18    |
| PlausibleShant'       | Healing Tome      | '1'       | 18    |
| Player                | 'Equip'           | 'Current' | 'Max' |
| eeBrepuS              | Barbarian Puppet  | '15'      | 18    |
| eeBrepuS              | Rage Vial         | '17'      | 18    |
| eeBrepuS              | Archer Puppet     | '15'      | 18    |
| eeBrepuS              | Invisibility Vial | '18'      | 18    |
| eeBrepuS              | Eternal Tome      | '17'      | 18    |
| eeBrepuS              | Life Gem          | '15'      | 18    |
| eeBrepuS              | Seeking Shield    | '17'      | 18    |
| eeBrepuS              | Royal Gem         | '15'      | 18    |
| eeBrepuS              | Earthquake Boots  | '14'      | 18    |
| eeBrepuS              | Hog Rider Puppet  | '17'      | 18    |
| eeBrepuS              | Giant Arrow       | '11'      | 18    |
| eeBrepuS              | Healer Puppet     | '18'      | 18    |
| eeBrepuS              | Rage Gem          | '17'      | 18    |
| eeBrepuS              | Vampstache        | '1'       | 18    |
| eeBrepuS              | Haste Vial        | '1'       | 18    |
| eeBrepuS              | Healing Tome      | '1'       | 18    |
| Player                | 'Equip'           | 'Current' | 'Max' |
| Joe                   | Giant Gauntlet    | '20'      | 27    |
| Joe                   | Rocket Spear      | '11'      | 27    |
| Joe                   | Frozen Arrow      | '23'      | 27    |
| Joe                   | Fireball          | '14'      | 27    |
| Joe                   | Barbarian Puppet  | '17'      | 18    |
| Joe                   | Rage Vial         | '17'      | 18    |
| Joe                   | Archer Puppet     | '17'      | 18    |
| Joe                   | Invisibility Vial | '18'      | 18    |
| Joe                   | Eternal Tome      | '18'      | 18    |
| Joe                   | Life Gem          | '17'      | 18    |
| Joe                   | Seeking Shield    | '18'      | 18    |
| Joe                   | Royal Gem         | '18'      | 18    |
| Joe                   | Earthquake Boots  | '6'       | 18    |
| Joe                   | Hog Rider Puppet  | '5'       | 18    |
| Joe                   | Vampstache        | '3'       | 18    |
| Joe                   | Giant Arrow       | '8'       | 18    |
| Joe                   | Healer Puppet     | '6'       | 18    |
| Joe                   | Rage Gem          | '8'       | 18    |
| Joe                   | Healing Tome      | '8'       | 18    |
| Joe                   | Haste Vial        | '1'       | 18    |
| Player                | 'Equip'           | 'Current' | 'Max' |
| BABY dom              | Barbarian Puppet  | '9'       | 18    |
| BABY dom              | Rage Vial         | '13'      | 18    |
| BABY dom              | Archer Puppet     | '10'      | 18    |
| BABY dom              | Invisibility Vial | '12'      | 18    |
| BABY dom              | Eternal Tome      | '14'      | 18    |
| BABY dom              | Life Gem          | '11'      | 18    |
| BABY dom              | Seeking Shield    | '11'      | 18    |
| BABY dom              | Royal Gem         | '10'      | 18    |
| BABY dom              | Vampstache        | '14'      | 18    |
| BABY dom              | Giant Arrow       | '14'      | 18    |
| BABY dom              | Rage Gem          | '4'       | 18    |
| BABY dom              | Healing Tome      | '14'      | 18    |
| BABY dom              | Earthquake Boots  | '1'       | 18    |
| BABY dom              | Healer Puppet     | '1'       | 18    |
| Player                | 'Equip'           | 'Current' | 'Max' |
| Joseph                | Giant Gauntlet    | '15'      | 27    |
| Joseph                | Rocket Spear      | '1'       | 27    |
| Joseph                | Frozen Arrow      | '17'      | 27    |
| Joseph                | Fireball          | '6'       | 27    |
| Joseph                | Barbarian Puppet  | '15'      | 18    |
| Joseph                | Rage Vial         | '17'      | 18    |
| Joseph                | Archer Puppet     | '18'      | 18    |
| Joseph                | Invisibility Vial | '18'      | 18    |
| Joseph                | Eternal Tome      | '17'      | 18    |
| Joseph                | Life Gem          | '15'      | 18    |
| Joseph                | Seeking Shield    | '17'      | 18    |
| Joseph                | Royal Gem         | '18'      | 18    |
| Joseph                | Earthquake Boots  | '2'       | 18    |
| Joseph                | Vampstache        | '2'       | 18    |
| Joseph                | Healer Puppet     | '2'       | 18    |
| Joseph                | Hog Rider Puppet  | '1'       | 18    |
| Joseph                | Haste Vial        | '1'       | 18    |
| Joseph                | Giant Arrow       | '1'       | 18    |
| Joseph                | Rage Gem          | '1'       | 18    |
| Joseph                | Healing Tome      | '1'       | 18    |
| Player                | 'Equip'           | 'Current' | 'Max' |
| biglopp               | Barbarian Puppet  | '14'      | 18    |
| biglopp               | Rage Vial         | '14'      | 18    |
| biglopp               | Archer Puppet     | '15'      | 18    |
| biglopp               | Invisibility Vial | '15'      | 18    |
| biglopp               | Eternal Tome      | '15'      | 18    |
| biglopp               | Life Gem          | '15'      | 18    |
| biglopp               | Seeking Shield    | '15'      | 18    |
| biglopp               | Royal Gem         | '15'      | 18    |
| biglopp               | Earthquake Boots  | '1'       | 18    |
| biglopp               | Giant Arrow       | '1'       | 18    |
| Player                | 'Equip'           | 'Current' | 'Max' |
| Legend Hash           | Giant Gauntlet    | '12'      | 27    |
| Legend Hash           | Frozen Arrow      | '10'      | 27    |
| Legend Hash           | Barbarian Puppet  | '10'      | 18    |
| Legend Hash           | Rage Vial         | '10'      | 18    |
| Legend Hash           | Archer Puppet     | '10'      | 18    |
| Legend Hash           | Invisibility Vial | '10'      | 18    |
| Legend Hash           | Eternal Tome      | '12'      | 18    |
| Legend Hash           | Life Gem          | '11'      | 18    |
| Legend Hash           | Seeking Shield    | '10'      | 18    |
| Legend Hash           | Royal Gem         | '9'       | 18    |
| Legend Hash           | Earthquake Boots  | '6'       | 18    |
| Legend Hash           | Vampstache        | '6'       | 18    |
| Legend Hash           | Giant Arrow       | '10'      | 18    |
| Legend Hash           | Healer Puppet     | '8'       | 18    |
| Legend Hash           | Rage Gem          | '11'      | 18    |
| Legend Hash           | Healing Tome      | '7'       | 18    |
| Player                | 'Equip'           | 'Current' | 'Max' |
| anubhab               | Barbarian Puppet  | '9'       | 18    |
| anubhab               | Rage Vial         | '9'       | 18    |
| anubhab               | Archer Puppet     | '8'       | 18    |
| anubhab               | Invisibility Vial | '8'       | 18    |
| anubhab               | Eternal Tome      | '8'       | 18    |
| anubhab               | Life Gem          | '8'       | 18    |
| anubhab               | Seeking Shield    | '4'       | 18    |
| anubhab               | Royal Gem         | '4'       | 18    |
| anubhab               | Earthquake Boots  | '6'       | 18    |
| anubhab               | Giant Arrow       | '6'       | 18    |
| anubhab               | Vampstache        | '1'       | 18    |
| Player                | 'Equip'           | 'Current' | 'Max' |
| Max The Monkey        | Giant Gauntlet    | '13'      | 27    |
| Max The Monkey        | Frozen Arrow      | '12'      | 27    |
| Max The Monkey        | Fireball          | '1'       | 27    |
| Max The Monkey        | Barbarian Puppet  | '4'       | 18    |
| Max The Monkey        | Rage Vial         | '15'      | 18    |
| Max The Monkey        | Archer Puppet     | '5'       | 18    |
| Max The Monkey        | Invisibility Vial | '15'      | 18    |
| Max The Monkey        | Eternal Tome      | '15'      | 18    |
| Max The Monkey        | Life Gem          | '9'       | 18    |
| Max The Monkey        | Vampstache        | '5'       | 18    |
| Max The Monkey        | Rage Gem          | '15'      | 18    |
| Max The Monkey        | Earthquake Boots  | '1'       | 18    |
| Max The Monkey        | Giant Arrow       | '1'       | 18    |
| Max The Monkey        | Healer Puppet     | '1'       | 18    |
| Player                | 'Equip'           | 'Current' | 'Max' |
| spencer               | Giant Gauntlet    | '20'      | 27    |
| spencer               | Spiky Ball        | '1'       | 27    |
| spencer               | Frozen Arrow      | '14'      | 27    |
| spencer               | Fireball          | '12'      | 27    |
| spencer               | Barbarian Puppet  | '14'      | 18    |
| spencer               | Rage Vial         | '14'      | 18    |
| spencer               | Archer Puppet     | '14'      | 18    |
| spencer               | Invisibility Vial | '14'      | 18    |
| spencer               | Eternal Tome      | '17'      | 18    |
| spencer               | Life Gem          | '14'      | 18    |
| spencer               | Seeking Shield    | '15'      | 18    |
| spencer               | Royal Gem         | '15'      | 18    |
| spencer               | Haste Vial        | '17'      | 18    |
| spencer               | Rage Gem          | '11'      | 18    |
| spencer               | Earthquake Boots  | '1'       | 18    |
| spencer               | Hog Rider Puppet  | '1'       | 18    |
| spencer               | Vampstache        | '1'       | 18    |
| spencer               | Giant Arrow       | '1'       | 18    |
| spencer               | Healer Puppet     | '1'       | 18    |
| spencer               | Healing Tome      | '1'       | 18    |
| Player                | 'Equip'           | 'Current' | 'Max' |
| void                  | Barbarian Puppet  | '9'       | 18    |
| void                  | Rage Vial         | '9'       | 18    |
| void                  | Archer Puppet     | '11'      | 18    |
| void                  | Invisibility Vial | '11'      | 18    |
| void                  | Eternal Tome      | '10'      | 18    |
| void                  | Life Gem          | '10'      | 18    |
| void                  | Seeking Shield    | '5'       | 18    |
| void                  | Royal Gem         | '3'       | 18    |
| void                  | Earthquake Boots  | '2'       | 18    |
| void                  | Vampstache        | '2'       | 18    |
| void                  | Healer Puppet     | '6'       | 18    |
| void                  | Rage Gem          | '8'       | 18    |
| void                  | Giant Arrow       | '1'       | 18    |
| Player                | 'Equip'           | 'Current' | 'Max' |
| Ry Ry                 | Barbarian Puppet  | '8'       | 18    |
| Ry Ry                 | Rage Vial         | '8'       | 18    |
| Ry Ry                 | Archer Puppet     | '8'       | 18    |
| Ry Ry                 | Invisibility Vial | '8'       | 18    |
| Ry Ry                 | Eternal Tome      | '11'      | 18    |
| Ry Ry                 | Life Gem          | '10'      | 18    |
| Ry Ry                 | Seeking Shield    | '11'      | 18    |
| Ry Ry                 | Royal Gem         | '8'       | 18    |
| Ry Ry                 | Earthquake Boots  | '1'       | 18    |
| Ry Ry                 | Vampstache        | '1'       | 18    |
| Ry Ry                 | Giant Arrow       | '1'       | 18    |
| Ry Ry                 | Healer Puppet     | '1'       | 18    |
| Ry Ry                 | Rage Gem          | '1'       | 18    |
| Player                | 'Equip'           | 'Current' | 'Max' |
| Dark Valley           | Giant Gauntlet    | '17'      | 27    |
| Dark Valley           | Rocket Spear      | '1'       | 27    |
| Dark Valley           | Spiky Ball        | '12'      | 27    |
| Dark Valley           | Frozen Arrow      | '12'      | 27    |
| Dark Valley           | Fireball          | '12'      | 27    |
| Dark Valley           | Barbarian Puppet  | '9'       | 18    |
| Dark Valley           | Rage Vial         | '9'       | 18    |
| Dark Valley           | Archer Puppet     | '10'      | 18    |
| Dark Valley           | Invisibility Vial | '10'      | 18    |
| Dark Valley           | Eternal Tome      | '9'       | 18    |
| Dark Valley           | Life Gem          | '9'       | 18    |
| Dark Valley           | Seeking Shield    | '9'       | 18    |
| Dark Valley           | Royal Gem         | '8'       | 18    |
| Dark Valley           | Vampstache        | '8'       | 18    |
| Dark Valley           | Giant Arrow       | '8'       | 18    |
| Dark Valley           | Healer Puppet     | '10'      | 18    |
| Dark Valley           | Rage Gem          | '12'      | 18    |
| Dark Valley           | Healing Tome      | '10'      | 18    |
| Dark Valley           | Earthquake Boots  | '1'       | 18    |
| Player                | 'Equip'           | 'Current' | 'Max' |
| brocaleb              | Giant Gauntlet    | '27'      | 27    |
| brocaleb              | Rocket Spear      | '8'       | 27    |
| brocaleb              | Spiky Ball        | '27'      | 27    |
| brocaleb              | Frozen Arrow      | '8'       | 27    |
| brocaleb              | Fireball          | '14'      | 27    |
| brocaleb              | Magic Mirror      | '23'      | 27    |
| brocaleb              | Barbarian Puppet  | '17'      | 18    |
| brocaleb              | Rage Vial         | '18'      | 18    |
| brocaleb              | Archer Puppet     | '17'      | 18    |
| brocaleb              | Invisibility Vial | '18'      | 18    |
| brocaleb              | Eternal Tome      | '18'      | 18    |
| brocaleb              | Life Gem          | '17'      | 18    |
| brocaleb              | Seeking Shield    | '18'      | 18    |
| brocaleb              | Royal Gem         | '18'      | 18    |
| brocaleb              | Earthquake Boots  | '18'      | 18    |
| brocaleb              | Hog Rider Puppet  | '18'      | 18    |
| brocaleb              | Vampstache        | '18'      | 18    |
| brocaleb              | Haste Vial        | '18'      | 18    |
| brocaleb              | Giant Arrow       | '18'      | 18    |
| brocaleb              | Healer Puppet     | '18'      | 18    |
| brocaleb              | Rage Gem          | '18'      | 18    |
| brocaleb              | Healing Tome      | '18'      | 18    |
| Player                | 'Equip'           | 'Current' | 'Max' |
| !!Aristocrat!!        | Giant Gauntlet    | '27'      | 27    |
| !!Aristocrat!!        | Rocket Spear      | '17'      | 27    |
